,Region ID,Region Name,Region pixels,Region area,Area unit,Object count,Object pixels,Object area,Area unit.1,Load,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,sex,dataset,drug,normalized cells,total_cells,percent_cells
1372,719,"Primary somatosensory area, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1373,353,"Primary somatosensory area, nose",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1374,558,"Primary somatosensory area, nose, layer 1",360125,360124.779072,pixels,26,126,126,pixels,0.00035,,,,,,,,,,,,,,,f,sal2,sal,7.21971980572928e-05,113309,0.02294610313390816
1375,838,"Primary somatosensory area, nose, layer 2/3",567204,567203.889622,pixels,10,50,50,pixels,8.8e-05,,,,,,,,,,,,,,,f,sal2,sal,1.7630344542708036e-05,113309,0.00882542428227237
1376,654,"Primary somatosensory area, nose, layer 4",485631,485630.814125,pixels,10,44,44,pixels,9.1e-05,,,,,,,,,,,,,,,f,sal2,sal,2.0591774057866988e-05,113309,0.00882542428227237
1377,702,"Primary somatosensory area, nose, layer 5",506666,506666.350254,pixels,6,32,32,pixels,6.3e-05,,,,,,,,,,,,,,,f,sal2,sal,1.1842112658541668e-05,113309,0.005295254569363423
1378,889,"Primary somatosensory area, nose, layer 6a",743029,743028.915707,pixels,10,45,45,pixels,6.1e-05,,,,,,,,,,,,,,,f,sal2,sal,1.3458426433492017e-05,113309,0.00882542428227237
1379,929,"Primary somatosensory area, nose, layer 6b",51641,51641.179543,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1380,329,"Primary somatosensory area, barrel field",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1381,981,"Primary somatosensory area, barrel field, layer 1",775209,775208.796295,pixels,106,507,507,pixels,0.000654,,,,,,,,,,,,,,,f,sal2,sal,0.00013673735451224484,113309,0.09354949739208712
1382,201,"Primary somatosensory area, barrel field, layer 2/3",1418638,1418638.170532,pixels,21,98,98,pixels,6.9e-05,,,,,,,,,,,,,,,f,sal2,sal,1.4802928918883412e-05,113309,0.018533390992771976
1383,1047,"Primary somatosensory area, barrel field, layer 4",1218057,1218056.854202,pixels,16,73,73,pixels,5.9999999999999995e-05,,,,,,,,,,,,,,,f,sal2,sal,1.3135675846988497e-05,113309,0.014120678851635792
1384,1070,"Primary somatosensory area, barrel field, layer 5",1158780,1158779.6921350001,pixels,9,43,43,pixels,3.7e-05,,,,,,,,,,,,,,,f,sal2,sal,7.766791272824173e-06,113309,0.007942881854045134
1385,1038,"Primary somatosensory area, barrel field, layer 6a",1258397,1258397.48064,pixels,14,73,73,pixels,5.7999999999999994e-05,,,,,,,,,,,,,,,f,sal2,sal,1.1125260671119456e-05,113309,0.012355593995181317
1386,1062,"Primary somatosensory area, barrel field, layer 6b",136501,136500.851715,pixels,1,4,4,pixels,2.8999999999999997e-05,,,,,,,,,,,,,,,f,sal2,sal,7.325961614422004e-06,113309,0.000882542428227237
1387,480149202,Rostrolateral lateral visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1388,480149206,"Rostrolateral lateral visual area, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1389,480149210,"Rostrolateral lateral visual area, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1390,480149214,"Rostrolateral lateral visual area, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1391,480149218,"Rostrolateral lateral visual area,layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1392,480149222,"Rostrolateral lateral visual area, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1393,480149226,"Rostrolateral lateral visual area, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1394,337,"Primary somatosensory area, lower limb",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1395,1030,"Primary somatosensory area, lower limb, layer 1",250017,250016.706455,pixels,85,416,416,pixels,0.0016640000000000001,,,,,,,,,,,,,,,f,sal2,sal,0.0003399772807394332,113309,0.07501610639931515
1396,113,"Primary somatosensory area, lower limb, layer 2/3",556620,556619.923786,pixels,10,44,44,pixels,7.900000000000001e-05,,,,,,,,,,,,,,,f,sal2,sal,1.7965580412541313e-05,113309,0.00882542428227237
1397,1094,"Primary somatosensory area, lower limb, layer 4",242628,242627.66320399998,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1398,1128,"Primary somatosensory area, lower limb, layer 5",503059,503058.798515,pixels,6,30,30,pixels,5.9999999999999995e-05,,,,,,,,,,,,,,,f,sal2,sal,1.192703520485408e-05,113309,0.005295254569363423
1399,478,"Primary somatosensory area, lower limb, layer 6a",489981,489980.794662,pixels,5,24,24,pixels,4.9e-05,,,,,,,,,,,,,,,f,sal2,sal,1.0204481592894095e-05,113309,0.004412712141136185
1400,510,"Primary somatosensory area, lower limb, layer 6b",47408,47407.885735,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1401,345,"Primary somatosensory area, mouth",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1402,878,"Primary somatosensory area, mouth, layer 1",682357,682356.696823,pixels,155,785,785,pixels,0.00115,,,,,,,,,,,,,,,f,sal2,sal,0.00022715392216661465,113309,0.13679407637522173
1403,657,"Primary somatosensory area, mouth, layer 2/3",1314043,1314043.185997,pixels,37,179,179,pixels,0.000136,,,,,,,,,,,,,,,f,sal2,sal,2.815736985990084e-05,113309,0.03265406984440777
1404,950,"Primary somatosensory area, mouth, layer 4",842384,842384.0764199999,pixels,17,82,82,pixels,9.7e-05,,,,,,,,,,,,,,,f,sal2,sal,2.018081831775279e-05,113309,0.015003221279863027
1405,974,"Primary somatosensory area, mouth, layer 5",1096845,1096845.107269,pixels,23,102,102,pixels,9.300000000000001e-05,,,,,,,,,,,,,,,f,sal2,sal,2.0969232435441112e-05,113309,0.020298475849226453
1406,1102,"Primary somatosensory area, mouth, layer 6a",1516975,1516975.107872,pixels,15,77,77,pixels,5.1e-05,,,,,,,,,,,,,,,f,sal2,sal,9.888098968902578e-06,113309,0.013238136423408556
1407,2,"Primary somatosensory area, mouth, layer 6b",108380,108379.98059100001,pixels,1,4,4,pixels,3.7e-05,,,,,,,,,,,,,,,f,sal2,sal,9.226796263912978e-06,113309,0.000882542428227237
1408,369,"Primary somatosensory area, upper limb",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1409,450,"Primary somatosensory area, upper limb, layer 1",371011,371010.910141,pixels,96,472,472,pixels,0.0012720000000000001,,,,,,,,,,,,,,,f,sal2,sal,0.00025875249858155354,113309,0.08472407310981477
1410,854,"Primary somatosensory area, upper limb, layer 2/3",803826,803825.933693,pixels,10,47,47,pixels,5.7999999999999994e-05,,,,,,,,,,,,,,,f,sal2,sal,1.2440504319209033e-05,113309,0.00882542428227237
1411,577,"Primary somatosensory area, upper limb, layer 4",441370,441370.04847700003,pixels,4,17,17,pixels,3.9e-05,,,,,,,,,,,,,,,f,sal2,sal,9.062690170759155e-06,113309,0.003530169712908948
1412,625,"Primary somatosensory area, upper limb, layer 5",689919,689918.950218,pixels,21,103,103,pixels,0.000149,,,,,,,,,,,,,,,f,sal2,sal,3.0438358003305226e-05,113309,0.018533390992771976
1413,945,"Primary somatosensory area, upper limb, layer 6a",848850,848850.481182,pixels,43,215,215,pixels,0.00025299999999999997,,,,,,,,,,,,,,,f,sal2,sal,5.065674220991632e-05,113309,0.03794932441377119
1414,1026,"Primary somatosensory area, upper limb, layer 6b",69161,69160.608414,pixels,5,33,33,pixels,0.00047699999999999994,,,,,,,,,,,,,,,f,sal2,sal,7.229548893019662e-05,113309,0.004412712141136185
1415,361,"Primary somatosensory area, trunk",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1416,1006,"Primary somatosensory area, trunk, layer 1",182035,182035.29045899998,pixels,63,293,293,pixels,0.00161,,,,,,,,,,,,,,,f,sal2,sal,0.0003460867386820775,113309,0.05560017297831593
1417,670,"Primary somatosensory area, trunk, layer 2/3",378407,378407.44626999996,pixels,11,47,47,pixels,0.000124,,,,,,,,,,,,,,,f,sal2,sal,2.9069195409414113e-05,113309,0.009707966710499607
1418,1086,"Primary somatosensory area, trunk, layer 4",136208,136207.88392999998,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1419,1111,"Primary somatosensory area, trunk, layer 5",308876,308875.722179,pixels,3,12,12,pixels,3.9e-05,,,,,,,,,,,,,,,f,sal2,sal,9.712644227380995e-06,113309,0.0026476272846817114
1420,9,"Primary somatosensory area, trunk, layer 6a",193751,193751.11236600002,pixels,1,4,4,pixels,2.1e-05,,,,,,,,,,,,,,,f,sal2,sal,5.161260690524339e-06,113309,0.000882542428227237
1421,461,"Primary somatosensory area, trunk, layer 6b",26536,26536.120975,pixels,1,4,4,pixels,0.000151,,,,,,,,,,,,,,,f,sal2,sal,3.768448300873033e-05,113309,0.000882542428227237
1422,182305689,"Primary somatosensory area, unassigned",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1423,182305693,"Primary somatosensory area, unassigned, layer 1",142488,142488.070465,pixels,10,47,47,pixels,0.00033,,,,,,,,,,,,,,,f,sal2,sal,7.0181313897828e-05,113309,0.00882542428227237
1424,182305697,"Primary somatosensory area, unassigned, layer 2/3",287146,287146.046177,pixels,4,19,19,pixels,6.6e-05,,,,,,,,,,,,,,,f,sal2,sal,1.3930193548736366e-05,113309,0.003530169712908948
1425,182305701,"Primary somatosensory area, unassigned, layer 4",165704,165704.460377,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1426,182305705,"Primary somatosensory area, unassigned, layer 5",227493,227492.979851,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1427,182305709,"Primary somatosensory area, unassigned, layer 6a",269444,269444.01297800004,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1428,182305713,"Primary somatosensory area, unassigned, layer 6b",23051,23050.867233,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1429,378,Supplemental somatosensory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1430,873,"Supplemental somatosensory area, layer 1",1257972,1257972.060749,pixels,109,554,554,pixels,0.00044,,,,,,,,,,,,,,,f,sal2,sal,8.664739337303017e-05,113309,0.09619712467676883
1431,806,"Supplemental somatosensory area, layer 2/3",2148893,2148893.253368,pixels,137,670,670,pixels,0.000312,,,,,,,,,,,,,,,f,sal2,sal,6.375374848670466e-05,113309,0.12090831266713147
1432,1035,"Supplemental somatosensory area, layer 4",1166955,1166954.955193,pixels,49,251,251,pixels,0.000215,,,,,,,,,,,,,,,f,sal2,sal,4.198962417696406e-05,113309,0.043244578983134614
1433,1090,"Supplemental somatosensory area, layer 5",2168386,2168386.415558,pixels,180,932,932,pixels,0.00043,,,,,,,,,,,,,,,f,sal2,sal,8.301103470696658e-05,113309,0.15885763708090267
1434,862,"Supplemental somatosensory area, layer 6a",2060006,2060005.766598,pixels,115,594,594,pixels,0.000288,,,,,,,,,,,,,,,f,sal2,sal,5.582508644619813e-05,113309,0.10149237924613225
1435,893,"Supplemental somatosensory area, layer 6b",201706,201706.0453,pixels,8,34,34,pixels,0.000169,,,,,,,,,,,,,,,f,sal2,sal,3.966167691256599e-05,113309,0.007060339425817896
1436,1057,Gustatory areas,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1437,36,"Gustatory areas, layer 1",202278,202277.517429,pixels,28,150,150,pixels,0.000742,,,,,,,,,,,,,,,f,sal2,sal,0.00013842368818782878,113309,0.024711187990362635
1438,180,"Gustatory areas, layer 2/3",406322,406322.36879000004,pixels,7,34,34,pixels,8.4e-05,,,,,,,,,,,,,,,f,sal2,sal,1.722770031304335e-05,113309,0.006177796997590659
1439,148,"Gustatory areas, layer 4",152489,152489.466602,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1440,187,"Gustatory areas, layer 5",552068,552068.32412,pixels,46,245,245,pixels,0.00044400000000000006,,,,,,,,,,,,,,,f,sal2,sal,8.332301997823233e-05,113309,0.040596951698452906
1441,638,"Gustatory areas, layer 6a",446191,446190.530891,pixels,28,148,148,pixels,0.000332,,,,,,,,,,,,,,,f,sal2,sal,6.275346082330942e-05,113309,0.024711187990362635
1442,662,"Gustatory areas, layer 6b",39701,39701.256088,pixels,3,18,18,pixels,0.000453,,,,,,,,,,,,,,,f,sal2,sal,7.556435981144618e-05,113309,0.0026476272846817114
1443,677,Visceral area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1444,897,"Visceral area, layer 1",332689,332688.97891199996,pixels,16,91,91,pixels,0.00027400000000000005,,,,,,,,,,,,,,,f,sal2,sal,4.809296674727594e-05,113309,0.014120678851635792
1445,1106,"Visceral area, layer 2/3",526136,526135.6303600001,pixels,28,136,136,pixels,0.000258,,,,,,,,,,,,,,,f,sal2,sal,5.321821671883624e-05,113309,0.024711187990362635
1446,1010,"Visceral area, layer 4",174982,174982.06197,pixels,2,10,10,pixels,5.6999999999999996e-05,,,,,,,,,,,,,,,f,sal2,sal,1.1429743011845935e-05,113309,0.001765084856454474
1447,1058,"Visceral area, layer 5",672720,672719.788219,pixels,72,374,374,pixels,0.000556,,,,,,,,,,,,,,,f,sal2,sal,0.00010702821778235074,113309,0.06354305483236107
1448,857,"Visceral area, layer 6a",504508,504508.332359,pixels,47,256,256,pixels,0.0005070000000000001,,,,,,,,,,,,,,,f,sal2,sal,9.316000744771756e-05,113309,0.04147949412668014
1449,849,"Visceral area, layer 6b",46650,46649.928131,pixels,6,34,34,pixels,0.000729,,,,,,,,,,,,,,,f,sal2,sal,0.00012861756149229426,113309,0.005295254569363423
1450,247,Auditory areas,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1451,1011,Dorsal auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1452,527,"Dorsal auditory area, layer 1",167623,167622.93343,pixels,30,162,162,pixels,0.0009660000000000001,,,,,,,,,,,,,,,f,sal2,sal,0.00017897312370164503,113309,0.02647627284681711
1453,600,"Dorsal auditory area, layer 2/3",273963,273963.287148,pixels,31,157,157,pixels,0.000573,,,,,,,,,,,,,,,f,sal2,sal,0.00011315384744691442,113309,0.02735881527504435
1454,678,"Dorsal auditory area, layer 4",111040,111040.145607,pixels,3,14,14,pixels,0.000126,,,,,,,,,,,,,,,f,sal2,sal,2.701725563849476e-05,113309,0.0026476272846817114
1455,252,"Dorsal auditory area, layer 5",286713,286713.333874,pixels,44,231,231,pixels,0.0008060000000000001,,,,,,,,,,,,,,,f,sal2,sal,0.00015346338939135768,113309,0.03883186684199843
1456,156,"Dorsal auditory area, layer 6a",154588,154588.228497,pixels,42,207,207,pixels,0.0013390000000000001,,,,,,,,,,,,,,,f,sal2,sal,0.0002716895096628594,113309,0.03706678198554395
1457,243,"Dorsal auditory area, layer 6b",25473,25473.427902,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1458,480149230,Laterolateral anterior visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1459,480149234,"Laterolateral anterior visual area, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1460,480149238,"Laterolateral anterior visual area, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1461,480149242,"Laterolateral anterior visual area, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1462,480149246,"Laterolateral anterior visual area,layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1463,480149250,"Laterolateral anterior visual area, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1464,480149254,"Laterolateral anterior visual area, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1465,1002,Primary auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1466,735,"Primary auditory area, layer 1",337665,337665.033611,pixels,35,177,177,pixels,0.000524,,,,,,,,,,,,,,,f,sal2,sal,0.00010365301857201188,113309,0.030888984987953297
1467,251,"Primary auditory area, layer 2/3",421008,421007.504021,pixels,82,442,442,pixels,0.00105,,,,,,,,,,,,,,,f,sal2,sal,0.00019477087514314188,113309,0.07236847911463344
1468,816,"Primary auditory area, layer 4",211469,211468.650925,pixels,34,185,185,pixels,0.000875,,,,,,,,,,,,,,,f,sal2,sal,0.00016078033245721385,113309,0.030006442559726055
1469,847,"Primary auditory area, layer 5",647083,647082.643909,pixels,158,863,863,pixels,0.001334,,,,,,,,,,,,,,,f,sal2,sal,0.00024417282937080247,113309,0.13944170365990347
1470,954,"Primary auditory area, layer 6a",271274,271273.858398,pixels,194,1089,1089,pixels,0.004014,,,,,,,,,,,,,,,f,sal2,sal,0.0007151444711468383,113309,0.171213231076084
1471,1005,"Primary auditory area, layer 6b",48879,48879.499672000005,pixels,47,265,265,pixels,0.0054210000000000005,,,,,,,,,,,,,,,f,sal2,sal,0.0009615483037958211,113309,0.04147949412668014
1472,1027,Posterior auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1473,696,"Posterior auditory area, layer 1",99037,99036.844803,pixels,13,78,78,pixels,0.000788,,,,,,,,,,,,,,,f,sal2,sal,0.00013126427872231858,113309,0.01147305156695408
1474,643,"Posterior auditory area, layer 2/3",127344,127343.998882,pixels,16,84,84,pixels,0.00066,,,,,,,,,,,,,,,f,sal2,sal,0.00012564392621929504,113309,0.014120678851635792
1475,759,"Posterior auditory area, layer 4",65741,65740.86211799999,pixels,7,42,42,pixels,0.0006389999999999999,,,,,,,,,,,,,,,f,sal2,sal,0.00010647867664764599,113309,0.006177796997590659
1476,791,"Posterior auditory area, layer 5",159783,159783.225006,pixels,22,110,110,pixels,0.000688,,,,,,,,,,,,,,,f,sal2,sal,0.00013768654374809297,113309,0.019415933420999214
1477,249,"Posterior auditory area, layer 6a",71134,71133.72948099999,pixels,32,166,166,pixels,0.002334,,,,,,,,,,,,,,,f,sal2,sal,0.00044985691363964386,113309,0.028241357703271585
1478,456,"Posterior auditory area, layer 6b",16848,16847.592426,pixels,17,85,85,pixels,0.005045,,,,,,,,,,,,,,,f,sal2,sal,0.0010090462524345496,113309,0.015003221279863027
1479,1018,Ventral auditory area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1480,959,"Ventral auditory area, layer 1",275604,275604.26741,pixels,8,42,42,pixels,0.000152,,,,,,,,,,,,,,,f,sal2,sal,2.902712673929275e-05,113309,0.007060339425817896
1481,755,"Ventral auditory area, layer 2/3",357538,357538.399075,pixels,39,229,229,pixels,0.00064,,,,,,,,,,,,,,,f,sal2,sal,0.00010907919289480025,113309,0.034419154700862244
1482,990,"Ventral auditory area, layer 4",198745,198744.929722,pixels,29,150,150,pixels,0.000755,,,,,,,,,,,,,,,f,sal2,sal,0.0001459156721158349,113309,0.025593730418589873
1483,1023,"Ventral auditory area, layer 5",565051,565051.125797,pixels,123,675,675,pixels,0.0011949999999999999,,,,,,,,,,,,,,,f,sal2,sal,0.0002176794176394384,113309,0.10855271867195015
1484,520,"Ventral auditory area, layer 6a",261420,261420.070648,pixels,119,700,700,pixels,0.0026780000000000003,,,,,,,,,,,,,,,f,sal2,sal,0.00045520605860531856,113309,0.10502254895904121
1485,598,"Ventral auditory area, layer 6b",42610,42609.575756,pixels,19,110,110,pixels,0.002582,,,,,,,,,,,,,,,f,sal2,sal,0.00044590915687125907,113309,0.016768306136317503
1486,669,Visual areas,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1487,801,"Visual areas, layer 1",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1488,561,"Visual areas, layer 2/3",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1489,913,"Visual areas, layer 4",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1490,937,"Visual areas, layer 5",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1491,457,"Visual areas, layer 6a",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1492,497,"Visual areas, layer 6b",0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1493,402,Anterolateral visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1494,1074,"Anterolateral visual area, layer 1",96135,96134.640701,pixels,46,278,278,pixels,0.002892,,,,,,,,,,,,,,,f,sal2,sal,0.0004784955731313354,113309,0.040596951698452906
1495,905,"Anterolateral visual area, layer 2/3",162234,162234.0952,pixels,65,340,340,pixels,0.002096,,,,,,,,,,,,,,,f,sal2,sal,0.00040065560768757564,113309,0.05736525783477041
1496,1114,"Anterolateral visual area, layer 4",84781,84780.850544,pixels,6,29,29,pixels,0.000342,,,,,,,,,,,,,,,f,sal2,sal,7.077069835346944e-05,113309,0.005295254569363423
1497,233,"Anterolateral visual area, layer 5",168809,168809.295605,pixels,50,264,264,pixels,0.001564,,,,,,,,,,,,,,,f,sal2,sal,0.00029619221987037925,113309,0.04412712141136185
1498,601,"Anterolateral visual area, layer 6a",95478,95477.634727,pixels,53,284,284,pixels,0.002975,,,,,,,,,,,,,,,f,sal2,sal,0.000555103822497733,113309,0.04677474869604356
1499,649,"Anterolateral visual area, layer 6b",18419,18418.816791999998,pixels,4,20,20,pixels,0.001086,,,,,,,,,,,,,,,f,sal2,sal,0.0002171692158715295,113309,0.003530169712908948
1500,394,Anteromedial visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1501,281,"Anteromedial visual area, layer 1",101404,101404.47832899999,pixels,19,93,93,pixels,0.000917,,,,,,,,,,,,,,,f,sal2,sal,0.00018736845071433414,113309,0.016768306136317503
1502,1066,"Anteromedial visual area, layer 2/3",162904,162904.473385,pixels,58,328,328,pixels,0.002013,,,,,,,,,,,,,,,f,sal2,sal,0.0003560368772865175,113309,0.051187460837179746
1503,401,"Anteromedial visual area, layer 4",46221,46221.276897,pixels,7,38,38,pixels,0.000822,,,,,,,,,,,,,,,f,sal2,sal,0.00015144540501550567,113309,0.006177796997590659
1504,433,"Anteromedial visual area, layer 5",183319,183318.54055799998,pixels,3,14,14,pixels,7.6e-05,,,,,,,,,,,,,,,f,sal2,sal,1.636495681707019e-05,113309,0.0026476272846817114
1505,1046,"Anteromedial visual area, layer 6a",108552,108552.29813,pixels,4,16,16,pixels,0.000147,,,,,,,,,,,,,,,f,sal2,sal,3.684859803898101e-05,113309,0.003530169712908948
1506,441,"Anteromedial visual area, layer 6b",19802,19802.473118,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,0.0,113309,0.0
1507,409,Lateral visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1508,421,"Lateral visual area, layer 1",168412,168411.807072,pixels,73,391,391,pixels,0.002322,,,,,,,,,,,,,,,f,sal2,sal,0.00043346129507885865,113309,0.0644255972605883
1509,973,"Lateral visual area, layer 2/3",274139,274139.36353699997,pixels,133,741,741,pixels,0.002703,,,,,,,,,,,,,,,f,sal2,sal,0.0004851546975378065,113309,0.11737814295422253
1510,573,"Lateral visual area, layer 4",162637,162636.91867400002,pixels,82,484,484,pixels,0.0029760000000000003,,,,,,,,,,,,,,,f,sal2,sal,0.0005041905655158538,113309,0.07236847911463344
1511,613,"Lateral visual area, layer 5",289872,289872.190777,pixels,167,983,983,pixels,0.0033909999999999995,,,,,,,,,,,,,,,f,sal2,sal,0.0005761159756386354,113309,0.1473845855139486
1512,74,"Lateral visual area, layer 6a",189732,189732.278641,pixels,122,685,685,pixels,0.00361,,,,,,,,,,,,,,,f,sal2,sal,0.0006430113045278977,113309,0.10767017624372292
1513,121,"Lateral visual area, layer 6b",35283,35283.498611,pixels,22,121,121,pixels,0.0034289999999999998,,,,,,,,,,,,,,,f,sal2,sal,0.0006235209337529037,113309,0.019415933420999214
1514,385,Primary visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
1515,593,"Primary visual area, layer 1",1169965,1169965.393608,pixels,575,3120,3120,pixels,0.002667,,,,,,,,,,,,,,,f,sal2,sal,0.0004914675281349863,113309,0.5074618962306613
1516,821,"Primary visual area, layer 2/3",1859576,1859575.8968540002,pixels,704,3648,3648,pixels,0.001962,,,,,,,,,,,,,,,f,sal2,sal,0.0003785809448224273,113309,0.6213098694719749
1517,721,"Primary visual area, layer 4",960519,960519.378372,pixels,171,899,899,pixels,0.000936,,,,,,,,,,,,,,,f,sal2,sal,0.0001780286830754323,113309,0.15091475522685752
1518,778,"Primary visual area, layer 5",1457488,1457488.101215,pixels,372,2043,2043,pixels,0.001402,,,,,,,,,,,,,,,f,sal2,sal,0.0002552336445765088,113309,0.3283057833005322
1519,33,"Primary visual area, layer 6a",1004304,1004304.2451739999,pixels,412,2237,2237,pixels,0.002227,,,,,,,,,,,,,,,f,sal2,sal,0.0004102342512040455,113309,0.36360748042962165
1520,305,"Primary visual area, layer 6b",152595,152594.88023,pixels,49,239,239,pixels,0.0015660000000000001,,,,,,,,,,,,,,,f,sal2,sal,0.00032111169081259025,113309,0.043244578983134614
1521,425,Posterolateral visual area,0,0.0,pixels,0,0,0,pixels,0.0,,,,,,,,,,,,,,,f,sal2,sal,,113309,0.0
